brand,model,year,color,km,cc,transmission,city,price
Chevrolet,Captiva,2012,Black,245000,3200,Automatic,Port Said,350000
Jeep,Cherokee,2009,Black,260000,3600,Automatic,Giza,380000
Fiat,Shahin,1998,White,120000,1400,Manual,Cairo,35000
MG,5,2022,Red,12000,1600,Automatic,Nasr city,550000
Toyota,Corolla,2004,Dark red,265000,1500,Automatic,6 October,235000
Mitsubishi,Lancer EX Shark,2016,Black,176000,1600,Automatic,Cairo,400000
Opel,Corsa,2013,White,124000,1400,Automatic,Tagamo3 - New Cairo,270000
Hyundai,Verna,2008,Black,200000,1600,Manual,Giza,125000
Byd,F3,2018,Red,185000,1500,Manual,Cairo,195000
Skoda,Fantasia,2021,Red,20000,1600,Automatic,Cairo,930000
MG,5,2020,Black,127000,1600,Automatic,Mohandessin,420000
Seat,Toledo,1996,Dark red,200000,1600,Manual,El Haram,65000
BMW,X4,2017,Gray,77000,3000,Automatic,Mokattam,1950000
Peugeot,3008,2019,Black,290000,1600,Automatic,Damanhur,704000
MG,HS,2021,Blue,45000,1500,Automatic,6 October,690000
BMW,320,2020,White,110000,2000,Automatic,Marsa Matrouh,1200000
Volkswagen,Beetle,1971,Beige,200000,1200,Manual,Al Shorouk,24000
Hyundai,Accent RB,2021,Silver,30000,1600,Automatic,Heliopolis,440000
Kia,Pride,1997,Dark green,200000,1100,Manual,Cairo,45000
Hyundai,Elantra HD,2021,Bronze,31000,1600,Automatic,Suez,460000
Kia,Rio,2013,Blue,156000,1400,Automatic,El Haram,280000
Peugeot,504,1981,White,100000,1300,Manual,Alexandria,37000
Fiat,132,1973,Silver,200000,1300,Manual,Alexandria,17000
Mitsubishi,Lancer EX Shark,2016,Silver,170000,1600,Automatic,Cairo,307000
Hyundai,Verna,2007,Black,159000,1600,Manual,Maadi,165000
Dodge,Durango,2009,Black,185000,1600,Automatic,Cairo,420000
Skoda,Octavia A4,1998,Black,140000,1600,Manual,Tagamo3 - New Cairo,145000
Fiat,Tipo,2020,Red,50000,1600,Automatic,El Haram,470000
Toyota,Rav 4,2001,Black,175000,2000,Automatic,Ismailia,300000
Hyundai,I30,2017,White,111500,1400,Automatic,6 October,420000
Mercedes,GLE,2018,Silver,100000,1600,Automatic,6 October,1200000
Fiat,Tipo,2022,Dark blue,80000,1600,Automatic,Warraq,420000
MG,5,2021,White,35000,1600,Automatic,Maadi,495000
Renault,Fluence,2013,Silver,185000,1600,Automatic,Tagamo3 - New Cairo,275000
Renault,Kadjar,2021,White,34000,1200,Automatic,Sheikh Zayed City,850000
Renault,Logan,2017,Black,230000,1600,Automatic,6 October,260000
Brilliance,Galena,2006,Blue,189000,2000,Automatic,Zagazig,120000
Hyundai,I10,2011,Red,180000,1100,Automatic,Suez,200000
Nissan,Tiida,2009,Black,14000,1600,Automatic,Giza,250000
Daewoo,Nubira 2,2002,Black,167000,1600,Manual,El Marg,98000
Fiat,127,1984,Red,30000,1600,Manual,Cairo,15000
Chery,Arrizo 5,2022,White,122000,1500,Automatic,Qena,320000
Faw,R7,2018,White,69000,1600,Automatic,Shibin el Kom,675000
Renault,Duster,2016,White,105000,1600,Manual,Sadat City,290000
Nissan,Tiida,2008,Red,100000,1600,Automatic,Aswan,270000
Daewoo,Nubira 2,2002,Black,200000,1600,Automatic,Tanta,120000
Suzuki,Baleno,2021,Gray,25000,1400,Automatic,Nasr city,490000
Nissan,Sunny,2023,Gold,21850,1500,Automatic,Cairo,410000
Kia,Cerato,2017,Mocha,49000,1600,Automatic,Ismailia,510000
Chevrolet,Captiva,2021,Silver,40000,1500,Automatic,Tagamo3 - New Cairo,750000
Peugeot,508,2020,White,100000,1600,Automatic,Alexandria,980000
Hyundai,Tucson,2018,White,97000,1600,Automatic,Tagamo3 - New Cairo,730000
Fiat,Shahin,2008,Black,30000,1400,Manual,Giza,100000
Speranza,A516,2012,Gold,30000,1600,Manual,El Salam City,140000
Jeep,Grand Cherokee,2018,Beige,137000,5700,Automatic,Tagamo3 - New Cairo,1500000
Citroën,C4,2009,Black,196000,1600,Automatic,El Haram,245000
Chery,Tiggo 7,2022,White,44000,1500,Automatic,Damanhur,520000
Mercedes,E 200,2004,Black,250000,1800,Automatic,Cairo,450000
Nissan,Qashqai,2017,Light grey,145000,1600,Automatic,6 October,470000
Proton,Gen 2,2011,Silver,19000,1600,Automatic,Giza,155000
MG,ZS,2021,Black,80000,1600,Automatic,Cairo,350000
BMW,320,2016,Brown,87000,2000,Automatic,Sheraton,1000000
Renault,Logan,2017,Light grey,186000,1600,Manual,Tagamo3 - New Cairo,205000
Fiat,128,1998,White,200000,1300,Manual,Giza,33000
Opel,Astra,2008,Light grey,240000,1600,Automatic,Kafr Shukr,195000
Peugeot,301,2021,Gray,101000,1600,Automatic,Obour City,335000
BMW,X3,2007,Silver,297000,3000,Automatic,Tagamo3 - New Cairo,350000
Mini,Mini Cooper S,2008,Black,170000,1600,Automatic,Cairo,270000
Chevrolet,Aveo,2009,Red,145000,1500,Automatic,Helwan,198000
BMW,520,1975,Red,155000,1800,Manual,Heliopolis,27500
Mercedes,C 180,2019,Black,34000,1600,Automatic,6 October,1400000
Toyota,Auris,2017,Red,57000,1600,Automatic,10th of Ramadan,400000
Opel,Grandland,2020,Light grey,121000,1600,Automatic,Alexandria,865000
Toyota,Corolla,2015,Silver,260000,1600,Automatic,Ismailia,600000
Speranza,M11,2012,Gray,120000,1600,Manual,Cairo,120000
Peugeot,504,1975,Cyan,200000,2000,Manual,Monufia,45000
Fiat,Tipo,2022,Dark blue,16000,1600,Automatic,Mokattam,600000
Mini,Cooper,2015,Blue,160000,1600,Automatic,Giza,630000
Renault,Duster,2012,Silver,132000,1600,Manual,Aswan,210000
MG,6,2022,Black,2590,1500,Automatic,6 October,630000
Renault,Logan,2016,Dark blue,106000,1600,Automatic,El Mahalla,300000
Chevrolet,Aveo,2014,Red,255000,1400,Automatic,Madinaty,210000
Lada,Granta,2017,Black,36000,1600,Automatic,Alexandria,190000
Mitsubishi,Lancer Puma,1998,Blue,300000,1600,Manual,Tagamo3 - New Cairo,110000
Nissan,Sunny,2014,Black,137000,1500,Automatic,El Haram,230000
Volkswagen,Passat,2011,Black,260000,2000,Automatic,Cairo,400000
BMW,X1,2018,Dark blue,140000,2000,Automatic,Cairo,900000
Hyundai,Sonata,2001,Gray,300000,2000,Automatic,Nasr city,120000
Suzuki,Maruti,1980,Cyan,100000,800,Manual,Suez,18000
BMW,316,2012,Black,130000,1600,Automatic,Cairo,400000
Hyundai,Accent,2010,Black,200000,1600,Manual,Cairo,170000
Hyundai,Matrix,2006,Black,115000,1600,Manual,Heliopolis,185000
Subaru,Impreza,2011,Black,220000,1500,Automatic,6 October,235000
Renault,Logan,2015,Gold,240000,1600,Manual,Aswan,165000
MG,6,2020,Red,89000,1600,Automatic,10th of Ramadan,520000
Nissan,Sunny,2019,Gray,39000,1600,Automatic,Beni Suef,370000
Chevrolet,Aveo,2013,Gray,200000,1600,Automatic,Suez,185000
Nissan,Sunny,2020,Silver,42000,1500,Automatic,Giza,295000
Opel,Astra,2013,Black,170000,1600,Automatic,Tagamo3 - New Cairo,430000
Brilliance,FSV,2013,Red,113000,1500,Automatic,Mokattam,185000
Chevrolet,Aveo,2015,Light grey,171000,1500,Automatic,Alexandria,175000
Nissan,Sunny,2015,Gray,115000,1600,Automatic,El Haram,330000
Hyundai,Avante,2006,Black,35000,2600,Automatic,Cairo,220000
Opel,Corsa,2005,Gray,210000,1600,Manual,6 October,125000
Ford,EcoSport,2021,Blue,7000,1000,Automatic,Giza,520000
Kia,Rio,2006,Silver,122000,1400,Automatic,Dakahlia,170000
Nissan,Qashqai,2022,Dark red,11000,1300,Automatic,Nasr city,820000
Daewoo,Nubira 1,1997,Gold,200000,1600,Automatic,Kafr El Zayat,120000
Fiat,Tipo,2020,White,12500,1600,Automatic,Kafr el-Sheikh,500000
Byd,F3,2019,Silver,120000,1500,Manual,Cairo,210000
Toyota,Corolla,2019,Silver,57000,1600,Automatic,Tanta,680000
Renault,Sandero Step Way,2020,Silver,76000,1600,Automatic,10th of Ramadan,435000
Volkswagen,Polo,2001,Silver,195000,1400,Manual,Tagamo3 - New Cairo,130000
Daewoo,Nubira 2,2007,Black,170000,1600,Automatic,Khanka,135000
Renault,Megane,2006,Gray,185000,1600,Automatic,El Haram,155000
Kia,Pride,1997,Dark green,160000,1100,Manual,Alexandria,45000
Hyundai,Tucson Turbo GDI,2020,Gray,42000,1600,Automatic,Sheikh Zayed City,850000
Peugeot,301,2020,Silver,100000,1600,Automatic,Hurghada,320000
Fiat,500 X,2020,Light grey,70000,1400,Automatic,Nasr city,600000
Peugeot,301,2022,Silver,13000,1600,Automatic,Giza,390000
Daihatsu,Terios,1999,Green,200000,1300,Automatic,Mohandessin,170000
Skoda,Fantasia,2013,Silver,210000,1400,Automatic,Maadi,375000
Mercedes,GLK 250,2014,Black,116000,2000,Automatic,Nasr city,1050000
Hyundai,Tucson,2017,Black,97000,1600,Automatic,Abu Hummus,750000
Jeep,Renegade,2017,Silver,50000,1400,Automatic,Tanta,750000
Opel,Corsa,1994,Dark blue,200000,1600,Manual,Mokattam,65000
Kia,Grand Cerato,2022,Petroleum,18000,1600,Automatic,Dikirnis,630000
Opel,Corsa,2004,Silver,200000,1600,Manual,Cairo,135000
Opel,Vectra,2003,Gold,414000,1600,Automatic,Nasr city,140000
Ford,Kuga,2015,Dark red,112000,1500,Automatic,Heliopolis,575000
Nissan,Sunny,2021,Silver,65000,1500,Manual,El Haram,335000
Skoda,Octavia A4,2006,Silver,237000,1600,Automatic,Cairo,250000
Hyundai,Elantra,2010,Dark red,185000,1600,Automatic,Giza,318000
Opel,Corsa,1994,Green,230000,1400,Manual,Mansoura,86000
Daewoo,Lacetti,2005,Silver,143000,1600,Automatic,Zagazig,210000
Seat,Arona,2022,Silver,12000,1000,Automatic,Tagamo3 - New Cairo,720000
Fiat,Punto,1994,Dark green,100000,1300,Manual,Alexandria,59000
MG,5,2022,Dark blue,94000,1600,Automatic,El Haram,450000
Speranza,A113,2012,Light grey,110000,1600,Manual,Nasr city,122000
Nissan,Sunny,2020,Black,67000,1500,Automatic,Shobra,275000
Ford,Focus,2014,Petroleum,162000,1600,Automatic,Shobra,305000
Hyundai,Tucson,2018,Light grey,75000,1600,Automatic,Tanta,730000
Byd,F3,2019,Gray,110000,1500,Manual,6 October,280000
Renault,Kadjar,2018,Red,63000,1200,Automatic,Alexandria,800000
Mitsubishi,Lancer Puma,2008,Silver,270000,1600,Manual,Beni Suef,250000
Speranza,Tiggo,2010,Gray,152000,2000,Automatic,Imbaba,187000
Jeep,Cherokee,2013,Black,211000,3700,Automatic,Helwan,570000
Renault,Logan,2010,Light grey,225000,1600,Manual,6 October,120000
Toyota,Corolla,2008,Silver,270000,1600,Automatic,El Haram,290000
MG,5,2022,Red,30000,1500,Automatic,Suez,490000
Chevrolet,Captiva,2010,Gray,245000,3200,Automatic,Cairo,275000
Nissan,Juke,2016,White,55000,1600,Automatic,Madinaty,450000
Skoda,Octavia A7,2015,Black,130000,1600,Automatic,El Mahalla,440000
Kia,Sportage,2017,Light grey,107000,1600,Automatic,Cairo,535000
Kia,Rio,2011,White,240000,1500,Automatic,Touhk,250000
Audi,A3,2017,Black,84000,1400,Automatic,Tagamo3 - New Cairo,750000
Kia,Rio,2019,Black,66000,1600,Automatic,Sheikh Zayed City,490000
Chrysler,Voyager,2005,Dark green,220000,3700,Automatic,Nasr city,210000
Chevrolet,Captiva,2011,Black,161000,3200,Automatic,Cairo,335000
Nissan,Pick up,2015,White,150000,2700,Manual,Sohag,190000
Renault,Sandero Step Way,2019,Blue,75000,1600,Automatic,Damietta,380000
Mercedes,CLA 200,2021,White,29800,1600,Automatic,Tagamo3 - New Cairo,1700000
Chevrolet,N300,2023,Red,34,1200,Manual,El Manial,300000
Volkswagen,Pointer,2006,Light grey,100000,1300,Manual,Damanhur,100000
Renault,Fluence,2013,Gray,220000,1600,Automatic,Maadi,230000
Byd,F3,2016,Gray,170000,1600,Automatic,Cairo,220000
Toyota,Corolla,2021,Red,36000,1600,Automatic,Sheikh Zayed City,617000
Hyundai,Accent RB,2013,Gray,200000,1300,Automatic,Heliopolis,250000
Fiat,128,1976,Blue,110000,1200,Manual,Obour City,17000
Nissan,Sunny,2009,Silver,189000,1600,Automatic,Cairo,195000
Hyundai,Accent,2009,Dark red,260000,1600,Manual,Maadi,185000
Seat,Toledo,2000,Black,190000,1600,Automatic,Mohandessin,165000
Chevrolet,T-Series,2021,White,0,2000,Manual,Cairo,465000
Fiat,Tipo,1989,White,199000,1400,Manual,Ismailia,38000
BMW,X5,2018,Silver,70000,4400,Automatic,Nasr city,2000000
Mercedes,C 200,2019,Black,56000,1600,Automatic,Heliopolis,1540000
Skoda,Kodiaq,2021,Gray,35000,1600,Automatic,Zagazig,1250000
Mitsubishi,Lancer Puma,2008,Black,179000,1600,Automatic,Beni Suef,195000
Baic,X3,2022,Purple,30000,1500,Automatic,6 October,450000
Mercedes,E 240,1999,Silver,350000,1600,Automatic,Beheira,310000
Chevrolet,Captiva,2011,Black,295000,3200,Automatic,Cairo,350000
Renault,Megane,2005,Gray,191000,1600,Automatic,Dokki,135000
Toyota,Corolla,2020,Black,29000,1600,Automatic,Nasr city,630000
Opel,Corsa,2003,Gray,200000,1600,Manual,6 October,110000
Chevrolet,T-Series,2014,White,3000,2800,Manual,Giza,300000
Mercedes,E 200 AMG,2021,Black,39000,2000,Automatic,Sheikh Zayed City,2600000
Opel,Astra,2014,Black,181000,1600,Automatic,Heliopolis,320000
Chevrolet,Aveo,2017,Blue,195000,1500,Automatic,Heliopolis,225000
Hyundai,Creta,2016,Black,128000,1600,Automatic,Minya Al Qamh,520000
Peugeot,405,1995,Gray,230000,1600,Manual,Helwan,75000
Karry,Q22,2015,Gray,230000,1000,Manual,Giza,115000
Toyota,Corolla,2020,White,60000,1600,Automatic,6 October,820000
Kia,Ceed,2017,Silver,130000,1600,Automatic,Tagamo3 - New Cairo,420000
Renault,Megane,2021,Dark blue,70000,1600,Automatic,Tagamo3 - New Cairo,550000
Peugeot,504,1979,Silver,200000,2000,Manual,Edku,43000
Suzuki,Van,2016,White,130000,1000,Manual,Beheira,140000
BMW,523,2008,Black,295000,2500,Automatic,Sheikh Zayed City,430000
Daewoo,Espero,1994,Green,166000,1500,Manual,Nasr city,65000
Mitsubishi,Lancer EX Shark,2015,White,130000,1600,Automatic,Sharqia,320000
Kia,Cerato,2011,Mocha,136000,1600,Automatic,Cairo,300000
BMW,118,2019,Red,62000,1500,Automatic,Dokki,725000
BMW,316,1992,Red,250000,1600,Automatic,Alexandria,155000
Volkswagen,Tiguan,2021,Blue,40000,1400,Automatic,Al Shorouk,1450000
Peugeot,301,2020,Gray,42000,1600,Automatic,Alexandria,385000
Hyundai,Accent,2006,Gold,200000,1300,Manual,Mohandessin,110000
Peugeot,308,2011,Black,200000,1600,Automatic,Mohandessin,200000
Citroën,C Elysee,2021,Gray,50000,1600,Automatic,Heliopolis,385000
Skoda,Octavia A4,2006,Black,280000,1600,Automatic,Dyarb Negm,250000
Skoda,Rapid,2015,Silver,97000,1600,Automatic,Damietta,345000
Daihatsu,Terios,2013,Black,138000,1500,Automatic,Nasr city,330000
BMW,X5,2020,Black,13000,3000,Automatic,6 October,2900000
Volvo,XC 40,2022,Gray,500,2000,Automatic,Alexandria,1700000
Kia,Rio,2013,Black,183000,1400,Automatic,Shobra,290000
Opel,Grandland,2018,Red,150000,1600,Automatic,Tagamo3 - New Cairo,700000
Nissan,Sunny,2022,Black,48,1500,Automatic,Tagamo3 - New Cairo,350000
Opel,Vectra,1997,Black,250000,2000,Automatic,Cairo,115000
Mitsubishi,Lancer Puma,2008,Dark blue,227000,1600,Automatic,Sohag,195000
Renault,Megane,2021,Gray,75000,1600,Automatic,Cairo,550000
Nissan,Sunny,2020,Silver,130000,1500,Automatic,Shobra,345000
Hyundai,Accent,2009,Red,260000,1599,Manual,Cairo,185000
Nissan,Sunny,2022,Gold,41000,1600,Automatic,Nasr city,330000
Mercedes,GLC 300,2019,Blue,60000,2000,Automatic,Cairo,2300000
BMW,318,2018,Dark blue,140000,1500,Automatic,6 October,780000
Hyundai,Tucson,2017,Gray,90000,1600,Automatic,Kafr el-Sheikh,730000
Hyundai,Elantra HD,2011,Eggplant,260000,1600,Automatic,Dokki,189000
Daihatsu,SIRION,2008,Purple,167000,1300,Automatic,Al Shorouk,235000
Opel,Astra,2015,Dark blue,150000,1600,Automatic,Maadi,350000
Kia,Carens,2014,Gold,126000,1600,Automatic,Faiyum,445000
Peugeot,301,2021,Silver,40000,1600,Automatic,Nasr city,440000
Daewoo,Lanos,2008,Silver,165000,1500,Manual,Shobra,140000
Chevrolet,T-Series,2021,White,4000,2800,Manual,Helwan,465000
Mercedes,C 250,2012,Dark green,107000,1800,Automatic,Heliopolis,820000
Skoda,Octavia A4,1999,Dark green,180000,1600,Automatic,Hurghada,145000
MG,5,2020,Black,53000,1500,Automatic,El Haram,370000
Mahindra,Scorpio,2009,Black,165000,2000,Manual,Mohandessin,150000
MG,ZS,2022,Black,20000,1500,Automatic,Tagamo3 - New Cairo,540000
Hyundai,Matrix,2007,Dark red,150000,1500,Manual,Maadi,220000
Daewoo,Nubira 2,1999,Silver,243000,1600,Manual,Banha,95000
Speranza,Tiggo,2017,Black,100000,1600,Automatic,Giza,300000
Nissan,Sunny,2018,Silver,90000,1500,Automatic,Mohandessin,260000
Peugeot,508,2021,White,70000,1600,Automatic,Heliopolis,945000
Honda,HRV,2005,Silver,136000,1600,Automatic,Hurghada,249000
Suzuki,Maruti,2008,Red,12800,800,Manual,Alexandria,65000
Mitsubishi,Lancer EX Shark,2016,White,120000,1600,Automatic,Mansoura,360000
Volkswagen,Passat,1997,Silver,200000,1600,Automatic,Mokattam,135000
MG,5,2021,Blue,47500,1500,Automatic,Giza,440000
Fiat,Tipo,2020,Red,71000,1400,Manual,Shobra,295000
Peugeot,307,2007,Black,142000,1600,Automatic,Cairo,215000
Toyota,Cressida,1978,White,500000,1800,Manual,Alexandria,30000
DFSK,EAGLE 580,2019,Silver,130000,1500,Automatic,Obour City,270000
Chevrolet,Optra,2019,Dark blue,160000,1500,Automatic,Cairo,300000
Chevrolet,Optra,2016,Silver,100000,1500,Automatic,Beni Suef,270000
Chevrolet,Cruze,2010,Silver,30000,2000,Automatic,Cairo,215000
Mercedes,C 180,2021,White,15000,1500,Automatic,Cairo,2000000
Hyundai,Accent RB,2016,Silver,250000,1600,Automatic,Sheikh Zayed City,335000
Peugeot,301,2014,Mocha,132000,1600,Automatic,Qalyub,260000
Skoda,Octavia A4,1998,Silver,185000,1600,Manual,Giza,135000
Hyundai,Excel,1995,Green,100000,1500,Manual,Mansoura,73000
Renault,Lodgy,2017,Silver,80000,1600,Automatic,Cairo,350000
Daewoo,Nubira 2,1999,Gold,140000,1600,Manual,Giza,90000
Mitsubishi,Lancer EX Shark,2015,Red,82000,1600,Automatic,Heliopolis,340000
Chevrolet,Optra,2023,Dark blue,32,1500,Automatic,Cairo,450000
Chery,Arrizo 5,2022,Blue,21552,1500,Automatic,Cairo,395000
Mitsubishi,Lancer EX Shark,2016,Silver,124747,1600,Automatic,Cairo,400000
Opel,Grandland,2022,Gray,28000,1600,Automatic,Nasr city,1000000
Jac,J7,2022,Blue,19500,1500,Automatic,Cairo,540000
MG,5,2021,Gold,52000,1600,Automatic,Heliopolis,450000
BMW,X1,2014,White,93000,2000,Automatic,El Haram,620000
Audi,A3,2019,Silver,100000,1400,Automatic,Alexandria,800000
Nissan,Sunny,2016,Gray,90000,1500,Automatic,Nasr city,310000
Chery,Envy,2017,Silver,170000,1500,Manual,Cairo,190000
Renault,Sandero,2019,Mocha,25000,1600,Automatic,Alexandria,370000
Byd,F3,2017,Light grey,153000,1500,Manual,Nasr city,205000
Nissan,Sunny,2019,Red,45000,1500,Automatic,Nasr city,335000
Speranza,A113,2008,Petroleum,140000,1300,Manual,El Haram,90000
Ssang Yong,Tivoli XLV,2020,White,21000,1600,Automatic,10th of Ramadan,585000
Renault,Rainbow,1997,Dark red,230000,1300,Manual,El Manial,65000
Kia,Cerato,2010,Black,209000,1600,Automatic,El Haram,310000
Nissan,Sunny,2020,Gray,95000,1600,Automatic,El Haram,312000
Subaru,XV,2013,Black,22000,1600,Automatic,6 October,450000
Mazda,Mazda 3,2010,Gray,130000,1600,Automatic,Obour City,290000
Kia,Soul,2016,Gray,76000,1600,Automatic,El Mahalla,580000
Skoda,Kodiaq,2022,White,0,1600,Automatic,Port Said,1575000
Hyundai,Elantra MD,2015,Blue,130000,1600,Automatic,Sharqia,420000
Renault,Logan,2014,Silver,123000,1600,Automatic,Cairo,230000
Suzuki,Van,2022,White,0,1100,Manual,Cairo,165000
Jeep,Renegade,2017,Black,109000,1400,Automatic,Giza,560000
Nissan,Sunny,2018,Black,76000,1500,Automatic,Mokattam,330000
MG,5,2021,Red,20000,1600,Automatic,El Haram,425000
Hyundai,Tucson GDI,2019,White,155000,1600,Automatic,Nasr city,750000
Kia,Carens,2011,Gray,300000,1600,Automatic,Cairo,340000
Hyundai,Tucson,2021,Silver,19000,1600,Automatic,6 October,1200000
Geely,Emgrand 7,2015,Silver,200000,1600,Manual,Monufia,160000
Chevrolet,Optra,2019,Light grey,58000,1500,Automatic,El Qanater El Khayreya,320000
Daewoo,Lanos,1997,Dark green,380133,1500,Manual,10th of Ramadan,95000
Audi,Q3,2022,Black,5000,1600,Automatic,Tagamo3 - New Cairo,1800000
Nissan,Sunny,2019,Black,190000,1500,Automatic,6 October,290000
Hyundai,Accent RB,2017,Blue,60000,1600,Automatic,Damanhur,345000
Renault,Logan,2016,Silver,120000,1600,Manual,Heliopolis,180000
Fiat,Tipo,2018,Silver,55000,1600,Automatic,El Haram,410000
Mercedes,C 200 AMG,2023,Black,0,1500,Automatic,Tagamo3 - New Cairo,2550000
Opel,Corsa,2003,Blue,227000,1600,Manual,Giza,78000
Nissan,Sentra,2019,Gray,65000,1600,Automatic,Heliopolis,385000
Speranza,A113,2011,Gray,164000,1200,Manual,Alexandria,100000
Ford,Focus,2004,Black,115000,1600,Automatic,6 October,150000
Hyundai,Tucson,2019,Black,100000,1600,Automatic,Banha,950000
Byd,F3,2018,Mocha,400000,1500,Automatic,10th of Ramadan,255000
Suzuki,Ciaz,2022,Blue,60000,1500,Automatic,Giza,430000
Nissan,Sunny,2016,Bronze,94000,1600,Automatic,Mokattam,275000
Hyundai,IX 35,2016,Gray,180000,1600,Automatic,Cairo,510000
BMW,X3,2007,Black,250000,3000,Automatic,Cairo,350000
Hyundai,Sonata,2011,Silver,200000,1600,Automatic,Mohandessin,350000
Lada,Granta,2019,Gray,75000,1600,Manual,Giza,185000
Kia,Carens,2011,Gray,186000,1600,Automatic,6 October,360000
Ford,Visto,1996,Gray,188000,1100,Manual,Borg el arab,45000
Mercedes,B 200,2013,Black,120000,1800,Automatic,Alexandria,620000
Fiat,Tipo,2021,Red,60000,1600,Automatic,Borg el arab,500000
Hyundai,Tucson,2021,White,8000,1600,Automatic,Damietta,1005000
Toyota,Rush,2021,Silver,4600,1600,Automatic,Alexandria,750000
Brilliance,Galena,2008,Black,170000,2000,Automatic,Giza,122000
Peugeot,5008,2022,Gray,5000,1600,Automatic,Cairo,1500000
Mitsubishi,Lancer EX Shark,2016,Dark red,56000,1600,Automatic,Beni Suef,370000
Lada,2107,2009,Yellow,100000,1600,Manual,Alexandria,90000
Mercedes,E 250,2010,Silver,155000,1800,Automatic,6 October,1150000
Skoda,Fantasia,2011,Gray,180000,1600,Automatic,Nasr city,365000
Geely,Emgrand 7,2017,Black,129000,1500,Manual,Maadi,180000
Toyota,Corolla,2013,Silver,120000,1600,Automatic,Monufia,355000
Opel,Astra,2021,Black,23000,1400,Automatic,Maadi,450000
Speranza,A213,2007,Silver,143000,1300,Manual,6 October,80000
Toyota,Rav 4,2014,Black,290000,2000,Automatic,Suez,750000
BMW,318,2018,Gray,90000,1500,Automatic,Heliopolis,875000
Ford,Focus,2017,Champagne,65000,1600,Automatic,Tagamo3 - New Cairo,380000
Renault,Megane,2020,Dark blue,70000,1600,Automatic,Madinaty,600000
Audi,A3,2022,Gray,7000,1400,Automatic,El Katameya,1400000
Suzuki,Swift,1994,Green,200000,1300,Manual,Ismailia,45000
Toyota,C-HR,2017,Gray,150000,1200,Automatic,El Wadi El Gedid,580000
Geely,Pandino,2014,Red,117000,1400,Manual,Sheikh Zayed City,125000
Audi,A3,2013,White,200000,1400,Automatic,Sheikh Zayed City,450000
Jeep,Wrangler,2011,Black,146000,3800,Automatic,Madinaty,665000
Jac,J7,2022,Red,27000,1500,Automatic,Heliopolis,465000
Fiat,Shahin,2006,Gold,120000,1400,Manual,Helwan,57000
Mercedes,E 230,2008,Dark blue,17500,2400,Automatic,Mokattam,950000
Byd,F3,2020,Light grey,170000,1500,Manual,Cairo,210000
Hyundai,Verna,2007,Silver,332000,1600,Manual,Kom Ombo,140000
Jeep,Grand Cherokee,2018,White,123000,5700,Automatic,6 October,1450000
Toyota,Fortuner,2017,Black,57000,4000,Automatic,Heliopolis,1275000
BMW,318,2018,Dark blue,80000,1500,Automatic,Heliopolis,880000
Infiniti,QX,2007,Black,200000,5000,Automatic,6 October,560000
